,index,Instance, Product/Description, Migrations, SumStartingInstance, DaysStartingInstance, SumMigrations, DaysMigrations, Difference
448,607,z1d.3xlarge, Red Hat Enterprise Linux,16,3760.613000000001,325,3555.7741000000146,325,204.83889999998652
449,240,i3en.3xlarge, Linux/UNIX,28,3628.475399999999,359,3424.0222999999896,359,204.45310000000882
450,268,i3en.6xlarge, Red Hat Enterprise Linux,25,7320.4488,324,7117.471199999964,324,202.97760000003743
451,815,r5d.8xlarge, Windows,12,13397.3977,309,13197.816999999963,309,199.5807000000368
452,839,i3en.6xlarge, SUSE Linux,25,7970.790999999998,359,7771.562900000016,359,199.228099999983
453,786,m5ad.xlarge, Windows,17,2305.3442000000005,396,2107.9088999999813,396,197.4353000000192
454,200,r4.large, Red Hat Enterprise Linux,22,812.1043,329,615.8080999999993,329,196.2962000000008
455,614,c4.2xlarge, SUSE Linux,60,2066.5933000000005,396,1871.0425,396,195.5508000000004
456,30,d2.8xlarge, SUSE Linux,8,16689.023999999998,396,16495.435800000057,396,193.58819999994373
457,940,c5n.xlarge, SUSE Linux,27,1657.2329000000002,396,1464.0432999999994,396,193.18960000000104
458,478,r5d.2xlarge, Linux/UNIX,27,1035.0444999999997,396,848.4377999999988,396,186.60670000000096
459,511,r5a.8xlarge, Windows,16,13373.4187,309,13187.420599999963,309,185.99810000003708
460,763,m5ad.xlarge, Linux/UNIX,19,563.8591000000001,396,377.8654000000023,396,185.99369999999783
461,837,m5n.24xlarge, Windows,3,26288.807700000005,204,26103.986899999996,204,184.82080000001224
462,802,x1.16xlarge, Windows,4,46989.4841,396,46806.0221000001,396,183.4619999998977
463,760,c5.large, Red Hat Enterprise Linux,55,791.5824,329,609.7074999999992,329,181.87490000000068
464,770,m5ad.large, Red Hat Enterprise Linux,25,801.7841000000002,326,620.6566999999986,326,181.12740000000144
465,844,r5a.xlarge, SUSE Linux,30,1695.1637999999996,396,1516.6703000000025,396,178.4934999999975
466,471,r3.large, Red Hat Enterprise Linux,46,793.7173999999995,329,615.5690000000004,329,178.14839999999913
467,314,m3.xlarge, Red Hat Enterprise Linux,17,1091.9743,329,915.1231000000033,329,176.85119999999665
468,904,m5a.xlarge, SUSE Linux,94,1678.3819,396,1504.6964999999966,396,173.68540000000326
469,144,m5.8xlarge, Windows,11,13271.261599999998,309,13097.725100000076,309,173.53649999992194
470,1003,r5n.24xlarge, Windows,4,26507.197899999992,204,26334.252500000122,204,172.94539999986958
471,15,m4.large, Red Hat Enterprise Linux,30,784.7649000000001,329,613.6909999999998,329,171.07390000000044
472,1010,r5dn.large, Red Hat Enterprise Linux,7,573.0593999999999,204,402.1557999999988,204,170.90360000000112
473,104,r4.8xlarge, Linux/UNIX,19,3212.2090000000007,396,3041.972699999999,396,170.23630000000142
474,1009,r5dn.large, Linux/UNIX,7,279.9594,204,111.0957999999996,204,168.8636000000004
475,420,c4.large, Red Hat Enterprise Linux,18,777.5559999999996,329,609.3613999999994,329,168.19460000000004
476,497,c1.xlarge, Red Hat Enterprise Linux,30,1588.7714000000005,329,1422.2557999999979,329,166.51560000000268
477,398,z1d.12xlarge, Linux/UNIX,13,12725.433699999989,396,12559.234299999913,396,166.1994000000759
478,668,t3a.xlarge, Red Hat Enterprise Linux,19,907.8476,326,742.2974999999989,326,165.55010000000118
479,629,c3.xlarge, Red Hat Enterprise Linux,13,1057.4661999999994,329,892.4968999999933,329,164.96930000000626
480,662,r5a.16xlarge, Red Hat Enterprise Linux,11,6004.7505999999985,309,5840.057200000018,309,164.6933999999819
481,437,z1d.12xlarge, Red Hat Enterprise Linux,11,11405.399600000004,325,11244.077800000005,325,161.3217999999979
482,674,m5a.8xlarge, Windows,13,13273.4486,309,13112.362700000076,309,161.08589999992364
483,907,z1d.12xlarge, SUSE Linux,16,13775.083699999996,396,13614.801499999996,396,160.28220000000147
484,927,t3a.2xlarge, SUSE Linux,21,1807.9172,372,1648.5080999999982,372,159.40910000000167
485,301,m1.xlarge, Windows,21,2421.834500000001,396,2264.4500999999977,396,157.3844000000031
486,834,r5n.xlarge, SUSE Linux,7,907.8815,204,752.6245000000005,204,155.2569999999995
487,688,r5a.16xlarge, Linux/UNIX,11,5042.750600000002,309,4890.147200000029,309,152.60339999997268
488,751,m5ad.large, Windows,21,1213.0969000000005,396,1060.7429999999977,396,152.3539000000028
489,279,r4.8xlarge, Windows,8,16995.426000000007,396,16843.818999999956,396,151.6070000000509
490,69,g4dn.16xlarge, Red Hat Enterprise Linux,16,7677.684700000003,224,7526.3108999999695,224,151.37380000003574
491,62,m4.10xlarge, Linux/UNIX,65,3932.6138,396,3781.3253000000173,396,151.28849999998286
492,272,i3en.6xlarge, Linux/UNIX,22,7007.590999999998,359,6857.399399999979,359,150.19160000001742
493,542,z1d.xlarge, Windows,14,2926.1218000000013,396,2776.492699999985,396,149.6291000000169
494,79,t3a.2xlarge, Windows,15,2112.6226,372,1964.2889999999925,372,148.33360000000764
495,202,i3en.large, Red Hat Enterprise Linux,28,1107.2341999999994,324,959.5269999999956,324,147.7072000000038
496,169,t2.large, Red Hat Enterprise Linux,19,822.3652000000002,329,678.5646000000005,329,143.8005999999996
497,611,r5ad.large, SUSE Linux,25,1295.0861000000002,396,1151.2950000000035,396,143.79109999999673
498,769,m5ad.large, Linux/UNIX,18,338.6130000000001,396,195.17909999999875,396,143.4339000000014
499,1011,m5dn.xlarge, SUSE Linux,9,882.9815,204,741.3428999999983,204,141.6386000000016
500,788,m5d.12xlarge, Linux/UNIX,35,4702.892599999999,396,4561.531799999996,396,141.36080000000308
501,204,t3.large, Red Hat Enterprise Linux,38,792.5399000000001,328,653.185999999999,328,139.3539000000011
502,116,c5n.large, Red Hat Enterprise Linux,26,741.7869000000002,325,603.7353999999989,325,138.05150000000117
503,63,g4dn.16xlarge, Linux/UNIX,16,6979.584699999995,224,6842.510899999987,224,137.0738000000083
504,56,t3a.2xlarge, Linux/UNIX,14,802.6898,372,669.1158000000053,372,133.57399999999484
505,428,c4.8xlarge, Windows,6,16990.4624,396,16857.015599999944,396,133.4468000000561
506,743,r5dn.24xlarge, Windows,3,26513.601099999996,204,26380.981700000117,204,132.61939999987226
507,577,a1.xlarge, Red Hat Enterprise Linux,10,741.0911999999997,324,608.7831999999993,324,132.30800000000067
508,845,m5n.xlarge, Windows,4,1218.9907999999996,204,1088.0224000000003,204,130.96839999999906
509,285,g4dn.4xlarge, Windows,17,5865.7189000000035,224,5734.7635000000155,224,130.955399999988
510,851,m5n.xlarge, SUSE Linux,6,871.6949999999998,204,741.2542999999972,204,130.44070000000272
511,715,c5d.4xlarge, Windows,16,8431.560000000003,396,8301.333399999967,396,130.22660000003634
512,86,g3.16xlarge, SUSE Linux,19,13954.313200000008,396,13826.427999999987,396,127.88520000001878
513,460,r3.large, Windows,5,1229.4156000000007,396,1103.2464000000011,396,126.1691999999998
514,960,m5dn.16xlarge, Windows,7,17477.408799999994,204,17351.632399999937,204,125.77640000006069
515,659,r4.4xlarge, Linux/UNIX,27,1746.9928,396,1622.9054999999994,396,124.08730000000037
516,47,r5.large, Red Hat Enterprise Linux,90,734.4084000000003,326,612.1799999999995,326,122.22840000000076
517,692,c5d.12xlarge, Windows,6,11273.561199999995,177,11151.968499999955,177,121.59270000003927
518,806,r5d.large, Red Hat Enterprise Linux,30,735.2571000000003,326,613.8033999999982,326,121.45370000000207
519,378,t3.2xlarge, SUSE Linux,18,2089.3335,396,1967.9597000000078,396,121.37379999999187
520,930,a1.4xlarge, SUSE Linux,12,2174.5714,310,2058.4023999999886,396,116.16900000001124
521,545,r5a.large, Red Hat Enterprise Linux,29,734.2393000000003,325,618.4655999999987,325,115.77370000000168
522,669,m5a.large, Red Hat Enterprise Linux,24,725.9037000000002,326,611.1517999999992,326,114.75190000000087
523,429,m5d.large, Red Hat Enterprise Linux,16,720.9279000000001,325,607.3307999999994,325,113.59710000000076
524,559,p3.2xlarge, Windows,11,12196.540200000007,396,12085.716899999896,396,110.82330000011099
525,198,i3.4xlarge, Windows,11,10551.020799999997,396,10441.894400000025,396,109.12639999997008
526,707,c5d.large, Red Hat Enterprise Linux,43,709.9422999999997,325,601.5563000000008,325,108.38599999999893
527,245,i3en.2xlarge, Windows,23,5490.846400000001,359,5382.688199999987,359,108.1582000000144
528,983,m5dn.12xlarge, Windows,3,13146.0615,204,13038.414399999996,204,107.64710000000376
529,922,g4dn.8xlarge, Red Hat Enterprise Linux,20,4186.8663000000015,224,4079.941100000021,224,106.92519999998012
530,758,r5d.4xlarge, Windows,14,8584.8704,396,8480.584900000042,396,104.28549999995813
531,295,m1.xlarge, Red Hat Enterprise Linux,15,838.1285,329,733.9964999999945,329,104.13200000000552
532,407,r5d.24xlarge, Linux/UNIX,19,9564.2799,396,9460.407900000027,396,103.87199999997209
533,1005,m5dn.xlarge, Red Hat Enterprise Linux,6,590.1670000000001,204,486.53720000000123,204,103.62979999999895
534,406,r5.4xlarge, Windows,12,8580.936099999999,396,8477.388099999976,396,103.54800000002432
535,76,g3.16xlarge, Windows,4,40886.383999999984,396,40783.36879999996,396,103.01520000003076
536,431,m5d.8xlarge, SUSE Linux,19,3738.0325000000025,223,3635.182100000009,309,102.85039999999391
537,506,r5.4xlarge, Linux/UNIX,47,1786.6844000000006,396,1683.9436999999998,396,102.74070000000052
538,171,d2.4xlarge, SUSE Linux,10,8819.712000000007,396,8717.405,396,102.30700000000616
539,1006,m5dn.xlarge, Linux/UNIX,6,297.36700000000013,204,195.17720000000048,204,102.18979999999962
540,34,d2.8xlarge, Windows,3,22182.33600000001,396,22080.87419999989,396,101.46180000012829
541,59,m4.10xlarge, Windows,6,21068.749000000007,396,20967.631100000017,396,101.1178999999902
542,443,r5.24xlarge, Linux/UNIX,24,9535.189999999997,396,9434.560900000011,396,100.62909999998374
543,675,r5dn.12xlarge, Windows,5,13256.579199999995,204,13156.597800000061,204,99.98139999993508
544,812,x1.32xlarge, Linux/UNIX,4,38027.95900000003,396,37928.67389999998,396,99.2851000000519
545,259,i3en.2xlarge, Red Hat Enterprise Linux,35,3125.0825,324,3026.876499999989,324,98.20600000001104
546,326,g4dn.2xlarge, Red Hat Enterprise Linux,26,1948.5053000000007,224,1851.384000000001,224,97.12129999999935
547,321,t3.2xlarge, Linux/UNIX,12,1037.3335000000004,396,941.6630000000096,396,95.67049999999072
548,396,m5d.4xlarge, Windows,12,8508.200000000004,396,8412.669699999924,396,95.53030000008042
549,219,i3en.xlarge, Red Hat Enterprise Linux,39,1566.5253999999993,324,1472.239700000004,324,94.2856999999956
550,745,m5a.4xlarge, Linux/UNIX,38,1616.5431000000005,396,1522.8360000000089,396,93.70709999999168
551,338,inf1.2xlarge, SUSE Linux,9,1085.7343999999996,150,992.9003999999983,150,92.83400000000164
552,458,c5.4xlarge, Windows,12,8424.456000000004,396,8331.953299999966,396,92.5027000000373
553,906,c5n.large, SUSE Linux,33,1186.3214000000005,396,1093.9979999999975,396,92.32340000000272
554,134,m5.4xlarge, Windows,12,8495.661600000003,396,8403.490199999926,396,92.17140000007748
555,68,r5.12xlarge, Linux/UNIX,34,4828.684399999998,396,4738.568700000004,396,90.11569999999392
556,185,m5.16xlarge, Red Hat Enterprise Linux,12,5695.242199999998,309,5605.165800000025,309,90.07639999997082
557,829,i3en.2xlarge, SUSE Linux,36,3312.0377,359,3222.471999999997,359,89.56570000000238
558,926,g4dn.8xlarge, Linux/UNIX,20,3488.506299999997,224,3399.651099999993,224,88.85520000000406
559,320,g4dn.2xlarge, Windows,16,3182.0713000000005,224,3093.7344999999987,224,88.33680000000142
560,3,t3a.large, Red Hat Enterprise Linux,17,686.3559000000001,325,598.706800000004,325,87.64909999999611
561,463,c5.9xlarge, Linux/UNIX,124,3583.4753,396,3497.3781000000013,396,86.09719999999926
562,1012,r5dn.16xlarge, Windows,5,17636.892199999987,204,17550.864199999996,204,86.02799999999115
563,961,r5d.16xlarge, Red Hat Enterprise Linux,15,5925.8151,309,5841.898000000018,309,83.91709999998147
564,631,c3.large, Red Hat Enterprise Linux,13,764.7479999999998,329,680.8726000000003,329,83.87539999999967
565,129,r5.16xlarge, Red Hat Enterprise Linux,14,5922.7086,309,5839.17650000002,309,83.53209999998127
566,914,t3a.xlarge, SUSE Linux,19,1346.1578000000004,372,1262.9638999999972,372,83.19390000000341
567,861,m5n.12xlarge, Windows,3,13126.198,204,13043.327299999995,204,82.87070000000313
568,382,m1.large, Windows,11,1213.5281000000004,396,1131.3517999999965,396,82.17630000000396
569,249,i3.xlarge, SUSE Linux,32,1907.9838,396,1826.3498000000131,396,81.63399999998659
570,14,t2.medium, Red Hat Enterprise Linux,20,647.7010000000002,329,567.7281999999971,329,79.97280000000319
571,390,x1e.xlarge, Windows,16,4144.0021000000015,396,4064.0631999999846,396,79.93890000001556
572,130,r5.8xlarge, Red Hat Enterprise Linux,25,3490.5074999999993,309,3411.717399999997,309,78.79010000000198
573,596,r5a.4xlarge, Windows,14,8582.206399999995,396,8503.458800000039,396,78.74759999995695
574,211,i3en.large, Windows,24,1422.0784000000006,359,1343.3440999999968,359,78.73430000000349
575,394,x1e.xlarge, SUSE Linux,31,3353.8836999999994,396,3275.551999999975,396,78.33170000002474
576,587,p2.xlarge, Linux/UNIX,61,2665.836899999999,396,2587.7498000000032,396,78.08709999999564
577,311,g4dn.2xlarge, Linux/UNIX,26,1250.2752999999998,224,1172.393999999997,224,77.88130000000274
578,868,r5d.large, SUSE Linux,27,1193.6875999999995,396,1116.3553000000018,396,77.33229999999821
579,242,t3.medium, Red Hat Enterprise Linux,19,631.1740000000002,328,555.1896000000021,328,75.98439999999812
580,453,m5d.16xlarge, Red Hat Enterprise Linux,12,5696.292899999998,309,5620.365100000027,309,75.92779999996948
581,666,t3a.xlarge, Windows,14,1057.2609,372,982.0964000000027,372,75.16449999999713
582,826,r5n.large, SUSE Linux,7,586.6020000000002,204,512.0946999999992,204,74.50730000000101
583,38,d2.8xlarge, Linux/UNIX,3,15738.623999999987,396,15664.738200000083,396,73.88579999990543
584,186,m5.16xlarge, Linux/UNIX,12,4731.552200000002,309,4657.985799999999,309,73.56640000000334
585,737,c5d.2xlarge, Windows,16,4218.444000000001,396,4145.287799999984,396,73.15620000001762
586,685,c5d.metal, Red Hat Enterprise Linux,13,4407.9375,177,4335.3325,177,72.60499999999956
587,822,m5dn.large, SUSE Linux,11,577.6010999999996,204,505.4137000000013,204,72.1873999999983
588,821,r5a.large, SUSE Linux,23,1192.8004000000005,396,1120.7629000000013,396,72.037499999999
589,287,m2.xlarge, Red Hat Enterprise Linux,14,726.4010000000001,329,654.4022000000034,329,71.99879999999655
590,54,m4.2xlarge, Linux/UNIX,57,851.7696,396,779.7765999999997,396,71.99300000000028
591,125,r4.4xlarge, Windows,11,8503.559399999998,396,8432.121399999918,396,71.43800000008014
592,976,r5n.12xlarge, Windows,5,13221.839499999995,204,13151.284800000061,204,70.55469999993511
593,405,x1e.xlarge, Red Hat Enterprise Linux,23,2430.8859,325,2360.420900000006,325,70.46499999999378
594,848,m5n.large, SUSE Linux,8,578.0469999999998,204,507.8228000000013,204,70.2241999999984
595,700,c5d.metal, SUSE Linux,13,4281.0075,177,4210.832500000011,177,70.17499999998836
596,684,r4.16xlarge, Linux/UNIX,34,6223.945100000001,396,6155.122899999987,396,68.82220000001507
597,248,r4.large, SUSE Linux,18,1254.7652000000005,396,1186.7552000000044,396,68.00999999999613
598,303,m3.medium, Red Hat Enterprise Linux,16,582.6637000000002,329,514.8348999999986,329,67.8288000000017
599,900,m5a.large, SUSE Linux,31,1180.1313999999995,396,1112.323499999998,396,67.80790000000138
600,733,t3a.xlarge, Linux/UNIX,14,401.7057,372,334.41009999999983,372,67.29560000000015
601,85,g3.16xlarge, Linux/UNIX,17,13006.113199999994,396,12939.016800000081,396,67.09639999991668
602,179,r5.16xlarge, Linux/UNIX,12,4959.018600000002,309,4892.343500000029,309,66.6750999999731
603,94,g3.4xlarge, SUSE Linux,38,4366.4134,396,4299.895400000033,396,66.51799999996729
604,964,r5d.16xlarge, Linux/UNIX,15,4962.125100000002,309,4896.4080000000295,309,65.71709999997165
605,233,i3.2xlarge, Windows,11,5276.620799999997,396,5211.2544000000125,396,65.36639999998442
606,536,r3.4xlarge, Linux/UNIX,26,1522.025,396,1457.4858000000004,396,64.53919999999971
607,298,g4dn.xlarge, Red Hat Enterprise Linux,41,1207.2996000000005,224,1144.123100000003,224,63.176499999997304
608,260,i3en.2xlarge, Linux/UNIX,32,2348.837700000001,359,2285.702100000009,359,63.13559999999188
609,589,p2.xlarge, SUSE Linux,63,3615.0368999999987,396,3552.6443000000195,396,62.392599999979666
610,1008,r5dn.large, Windows,6,619.8256999999999,204,557.4881000000016,204,62.33759999999813
611,687,r5.8xlarge, Linux/UNIX,25,2527.727500000001,309,2465.4474,309,62.28010000000132
612,732,m5a.4xlarge, Windows,11,8492.079200000004,396,8429.962399999924,396,62.11680000007982
613,647,c5d.metal, Linux/UNIX,13,3857.907499999999,177,3795.8325000000077,177,62.07499999999072
614,889,i3en.large, SUSE Linux,32,1387.1931000000006,359,1325.3859000000039,359,61.80719999999633
615,432,m5d.8xlarge, Red Hat Enterprise Linux,16,3347.699499999999,309,3285.920499999988,309,61.77900000001046
616,1,m4.4xlarge, Windows,10,8430.672000000002,396,8369.356199999967,396,61.31580000003487
617,342,i3en.xlarge, Windows,23,2752.1200000000013,359,2690.917099999993,359,61.202900000007496
618,635,r5ad.large, Red Hat Enterprise Linux,23,743.4883000000003,326,682.3772000000002,326,61.11110000000019
619,444,m5d.16xlarge, Linux/UNIX,12,4732.732900000001,309,4672.015099999998,309,60.71780000000308
620,401,x1e.xlarge, Linux/UNIX,29,2403.483699999999,396,2344.8555999999994,396,58.628099999999456
621,127,r5n.8xlarge, Red Hat Enterprise Linux,12,2272.921599999999,204,2214.9517999999953,204,57.96980000000349
622,322,g4dn.4xlarge, Red Hat Enterprise Linux,37,2619.3346999999985,224,2561.730299999996,224,57.60440000000244
623,296,g4dn.xlarge, Linux/UNIX,41,885.3996,224,828.6430999999985,224,56.75650000000144
624,150,m5.4xlarge, Linux/UNIX,72,1820.6662,396,1764.0058,396,56.66039999999998
625,411,m5d.2xlarge, Windows,14,4251.861000000002,396,4195.570199999962,396,56.29080000003978
626,235,i3.2xlarge, SUSE Linux,32,2749.7556000000013,396,2693.6614000000172,396,56.09419999998364
627,375,m1.large, Red Hat Enterprise Linux,27,655.7375999999998,329,599.8610000000016,329,55.87659999999835
628,201,i3.8xlarge, Linux/UNIX,27,7103.865599999996,396,7048.713599999985,396,55.15200000001187
629,376,i2.2xlarge, SUSE Linux,9,5810.472999999997,396,5755.411700000031,396,55.06129999996757
630,111,m5.2xlarge, Linux/UNIX,76,888.2478,396,833.3478999999995,396,54.89990000000046
631,622,c4.4xlarge, Windows,6,8367.600000000006,396,8312.762399999934,396,54.83760000007169
632,648,r5a.24xlarge, Linux/UNIX,13,9534.63349999999,396,9481.142300000043,396,53.491199999947646
633,928,t3a.large, SUSE Linux,22,1019.6354999999996,372,966.3334,372,53.302099999999655
634,935,c5d.24xlarge, Red Hat Enterprise Linux,13,4406.781800000002,177,4353.698200000002,177,53.08359999999993
635,165,d2.2xlarge, SUSE Linux,9,4884.541999999999,396,4831.51439999998,396,53.027600000017635
636,445,r5d.2xlarge, Windows,13,4292.435799999998,396,4239.999300000022,396,52.436499999977066
637,974,r5n.4xlarge, Windows,6,4438.6255999999985,204,4387.3117000000175,204,51.313899999981906
638,934,c5d.24xlarge, SUSE Linux,13,4279.9118,177,4228.628200000012,177,51.28359999998793
639,351,inf1.xlarge, SUSE Linux,8,801.6884,150,750.8476000000007,150,50.840799999999255
640,147,m5.2xlarge, Windows,11,4251.861000000002,396,4201.060799999963,396,50.800200000038785
641,416,r5d.12xlarge, Linux/UNIX,13,4777.169599999998,396,4727.6971999999605,396,49.47240000003785
642,180,t3a.medium, Red Hat Enterprise Linux,21,578.2608000000002,326,529.273199999997,326,48.987600000003226
643,440,c5.2xlarge, Windows,12,4218.888000000002,396,4170.930499999984,396,47.95750000001772
644,508,c1.medium, Red Hat Enterprise Linux,14,611.7487000000002,329,564.0152000000005,329,47.733499999999715
645,899,i3en.xlarge, SUSE Linux,39,2079.5913999999993,359,2031.905699999995,359,47.68570000000409
646,494,r5.2xlarge, Windows,12,4284.337799999998,396,4237.427899999975,396,46.909900000024216
647,752,r5d.8xlarge, Red Hat Enterprise Linux,14,3445.594999999999,309,3398.7620000000097,309,46.83299999998918
648,435,m5d.8xlarge, Linux/UNIX,16,2384.0095,309,2337.4404999999915,309,46.5690000000086
649,48,t2.small, Red Hat Enterprise Linux,30,560.6288,329,514.1414999999977,329,46.48730000000228
650,73,t3.xlarge, SUSE Linux,29,1498.0224000000005,396,1451.717300000001,396,46.305099999999584
651,938,c5d.24xlarge, Linux/UNIX,13,3857.011799999999,177,3811.7282000000077,177,45.283599999990656
652,949,c5d.12xlarge, Red Hat Enterprise Linux,37,2595.0394,177,2550.2266000000004,177,44.81279999999925
653,371,m1.medium, Windows,11,607.7274,396,563.1887000000006,396,44.53869999999938
654,82,g3.4xlarge, Linux/UNIX,27,3283.973799999999,396,3239.57630000002,396,44.39749999997912
655,293,t3.small, Red Hat Enterprise Linux,19,551.0561000000001,328,506.8763999999978,328,44.17970000000247
656,779,r5d.4xlarge, Linux/UNIX,40,1685.4000999999996,396,1641.3622999999966,396,44.037800000003024
657,959,m5a.2xlarge, Linux/UNIX,34,819.6511000000003,396,775.8633000000035,396,43.78779999999678
658,941,c5d.12xlarge, SUSE Linux,37,2468.0794000000005,177,2424.556599999993,177,43.52280000000746
659,128,m5.8xlarge, Red Hat Enterprise Linux,23,3336.707899999999,309,3293.193099999985,309,43.51480000001357
660,962,m5dn.4xlarge, Windows,5,4380.079300000001,204,4337.665800000002,204,42.41349999999966
661,318,g4dn.4xlarge, Linux/UNIX,37,1923.1847000000007,224,1881.3102999999933,224,41.874400000007206
662,519,r5a.8xlarge, Red Hat Enterprise Linux,11,3438.6150999999986,309,3397.133700000009,309,41.481399999989655
663,736,m5a.8xlarge, Red Hat Enterprise Linux,10,3327.2659999999983,309,3286.564399999989,309,40.701600000008966
664,173,m4.xlarge, Linux/UNIX,60,411.2803,396,370.85000000000053,396,40.430299999999534
665,133,r5n.8xlarge, Linux/UNIX,12,1637.3516000000006,204,1597.4518000000035,204,39.89979999999764
666,950,c5d.12xlarge, Linux/UNIX,37,2044.8794,177,2005.656600000004,177,39.22279999999614
667,504,c3.2xlarge, SUSE Linux,19,2043.6577,396,2004.454300000012,396,39.203399999988505
668,908,t3a.small, SUSE Linux,23,806.5023999999997,372,767.6552000000006,372,38.84719999999902
669,740,m5a.2xlarge, Windows,11,4253.204400000001,396,4214.508699999962,396,38.695700000040226
670,158,t3a.micro, SUSE Linux,21,715.3120000000004,372,676.9697000000027,372,38.34229999999764
671,224,i3.2xlarge, Linux/UNIX,38,1800.255599999999,396,1761.9460999999958,396,38.309500000003254
672,640,c4.2xlarge, Linux/UNIX,156,756.5600000000002,396,718.6072999999997,396,37.952700000000284
673,921,t3a.nano, SUSE Linux,45,705.3560999999997,372,667.5128000000047,372,37.843299999995
674,172,d2.4xlarge, Windows,3,10739.519999999991,396,10702.013700000043,396,37.506299999948176
675,909,t3a.medium, SUSE Linux,21,919.6908999999997,372,882.2248000000004,372,37.46609999999919
676,163,t3a.large, Windows,15,446.32820000000015,372,410.33420000000297,372,35.993999999997136
677,367,g4dn.xlarge, Windows,15,1829.4484,224,1793.6641999999952,224,35.78420000000483
678,835,m5n.24xlarge, Red Hat Enterprise Linux,4,5319.402800000004,204,5283.966000000009,204,35.436799999994946
679,492,c3.2xlarge, Linux/UNIX,19,1094.6577,396,1059.2543000000003,396,35.403399999999685
680,413,r5a.2xlarge, Windows,14,4288.068699999998,396,4252.838400000019,396,35.230299999979245
681,139,c5d.xlarge, Windows,15,2109.888000000001,396,2074.758899999992,396,35.129100000009196
682,195,t3.large, SUSE Linux,40,1124.6276999999998,396,1089.6307000000008,396,34.996999999998714
683,646,r4.2xlarge, Windows,11,4253.095199999997,396,4218.383500000025,396,34.711699999972545
684,386,r3.8xlarge, Windows,4,10296.377999999997,396,10261.81880000005,396,34.55919999994694
685,117,t2.2xlarge, SUSE Linux,15,2016.3415,396,1981.9645999999946,396,34.376900000005435
686,80,m4.2xlarge, Windows,8,4217.112000000002,396,4182.9095999999845,396,34.202400000018315
687,10,t3a.large, Linux/UNIX,14,200.9366,372,167.51459999999958,372,33.422000000000445
688,619,c4.8xlarge, Linux/UNIX,93,2828.6641,396,2795.338000000011,396,33.32609999998931
689,167,d2.4xlarge, Linux/UNIX,4,7869.3119999999935,396,7836.007200000042,396,33.304799999952586
690,309,t2.xlarge, SUSE Linux,20,1489.4974,396,1456.715299999992,396,32.78210000000809
691,352,i2.xlarge, SUSE Linux,11,3390.385200000001,396,3358.475200000006,396,31.909999999994398
692,206,t3.micro, SUSE Linux,19,776.1592999999997,396,744.3997999999934,396,31.75950000000637
693,626,r3.4xlarge, Windows,4,6996.844800000002,396,6965.357700000046,396,31.48709999995481
694,283,t3.small, SUSE Linux,23,869.4355000000003,396,838.0720999999985,396,31.363400000001658
695,40,d2.xlarge, SUSE Linux,10,2917.4210000000016,396,2886.2899999999877,396,31.13100000001441
696,213,i3en.large, Linux/UNIX,26,601.2741000000002,359,570.2140000000021,359,31.060099999997988
697,137,m5.8xlarge, Linux/UNIX,23,2373.5379000000007,309,2342.893099999992,309,30.644800000008217
698,832,m5n.24xlarge, Linux/UNIX,4,4683.702799999999,204,4653.205999999994,204,30.49680000000535
699,357,m1.medium, Red Hat Enterprise Linux,14,563.7054000000003,329,533.3222999999991,329,30.38310000000104
700,764,r5d.8xlarge, Linux/UNIX,13,2481.645000000001,309,2451.324199999994,309,30.32080000000724
701,627,m5d.xlarge, Windows,14,2127.497800000001,396,2097.7782999999813,396,29.71950000001925
702,196,t3.micro, Red Hat Enterprise Linux,20,510.6493999999997,329,480.9440000000029,329,29.70539999999681
703,361,h1.4xlarge, Red Hat Enterprise Linux,19,3361.5294000000013,324,3331.920899999988,324,29.608500000013464
704,339,t3.nano, SUSE Linux,20,761.4047999999996,396,732.0070000000026,396,29.39779999999689
705,735,m5a.8xlarge, Linux/UNIX,10,2363.836,309,2334.704399999992,309,29.131600000008348
706,87,t2.micro, Red Hat Enterprise Linux,17,516.4240000000002,329,487.34760000000017,329,29.076399999999982
707,525,r5a.8xlarge, Linux/UNIX,9,2476.225100000001,309,2447.2863999999945,309,28.938700000006968
708,243,i3.xlarge, Windows,11,2638.0327999999986,396,2610.200200000007,396,27.832599999991547
709,710,t3a.small, Red Hat Enterprise Linux,21,521.7516999999998,325,494.18349999999816,325,27.56820000000175
710,978,r5n.24xlarge, Red Hat Enterprise Linux,3,5551.310800000002,204,5523.777800000011,204,27.532999999991258
711,653,r5d.xlarge, Windows,14,2146.6659999999993,396,2119.1390000000006,396,27.52699999999868
712,803,c5.xlarge, Windows,12,2109.444000000001,396,2082.995199999992,396,26.44880000000921
713,308,t3.xlarge, Linux/UNIX,23,496.94740000000013,396,470.7102000000049,396,26.237199999995198
714,663,m5.xlarge, Windows,12,2127.945600000001,396,2101.871299999981,396,26.074300000019768
715,916,z1d.large, SUSE Linux,30,1403.0892000000006,396,1377.1002000000021,396,25.98899999999844
716,604,c4.4xlarge, Linux/UNIX,98,1429.4572,396,1403.921800000001,396,25.53539999999907
717,225,i3en.xlarge, Linux/UNIX,37,1167.6664000000005,359,1142.1525000000045,359,25.51389999999583
718,6,r5.xlarge, Windows,14,2144.6631999999995,396,2119.304099999987,396,25.359100000012408
719,329,i2.4xlarge, Windows,4,12006.431700000005,396,11981.108800000036,396,25.32289999996647
