Instance, Product/Description, Days, MigrationBidPrice, MigrationsMin, SumStartingInstance, SumMigrations, BidPriceStart, BidPriceMigrations, Difference
i3en.24xlarge, Red Hat Enterprise Linux,322,0,0, 26154.64320000016, 26154.64320000016,0,0, 0.0
i3en.24xlarge, SUSE Linux,357,2,1, 29161.682300000186, 29161.682300000186,2,2, 0.0
i3en.2xlarge, Red Hat Enterprise Linux,322,0,11, 3113.4476999999893, 3100.473599999989,0,0, 12.974100000000362
i3en.2xlarge, Linux/UNIX,357,0,11, 2336.615700000007, 2323.6416000000095,0,0, 12.974099999997634
i3en.12xlarge, Windows,357,0,4, 32993.94659999991, 32990.25899999991,0,0, 3.687599999997474
r5.metal, SUSE Linux,406,0,11, 12274.867799999962, 9842.795899999986,0,0, 2432.0718999999754
i3.large, Red Hat Enterprise Linux,327,0,3, 1120.9082999999955, 842.1336000000058,0,0, 278.7746999999897
i3.large, SUSE Linux,407,0,1, 1433.9424000000047, 1433.9424000000047,0,0, 0.0
t3.medium, Windows,407,0,2, 299.21830000000165, 299.06620000000163,0,0, 0.15210000000001855
i3.large, Windows,407,0,1, 1355.7984000000044, 1355.7984000000044,0,0, 0.0
i3.large, Linux/UNIX,407,0,1, 457.14239999999893, 457.14239999999893,0,0, 0.0
i3en.6xlarge, Red Hat Enterprise Linux,322,0,2, 7292.140799999958, 7292.030799999958,0,0, 0.11000000000058208
i3.metal, Windows,407,1,2, 43570.58860000015, 43385.54880000014,1,0, 185.03980000000593
i3.xlarge, Linux/UNIX,407,0,8, 1039.3508999999997, 914.3678999999978,0,0, 124.98300000000188
i3.metal, SUSE Linux,407,1,2, 15642.485999999863, 15605.356799999863,1,0, 37.1291999999994
i3en.6xlarge, Linux/UNIX,357,0,2, 6970.924799999979, 6970.814799999979,0,0, 0.10999999999967258
i3.metal, Linux/UNIX,407,1,2, 14665.685999999965, 14628.556799999966,1,0, 37.1291999999994
i3.metal, Red Hat Enterprise Linux,322,0,0, 12578.09280000005, 12578.09280000005,0,0, 0.0
m2.4xlarge, Red Hat Enterprise Linux,327,1,7, 1912.0682999999938, 1792.8167999999946,1,0, 119.25149999999917
r4.xlarge, Windows,406,0,1, 2454.5135999999843, 2186.102400000013,0,0, 268.41119999997136
m2.4xlarge, Linux/UNIX,407,0,5, 957.2639999999931, 957.2639999999931,0,0, 0.0
m2.4xlarge, SUSE Linux,407,0,5, 1934.0639999999867, 1934.0639999999867,0,0, 0.0
r4.8xlarge, Windows,406,0,1, 19633.185599999866, 17489.71679999998,0,0, 2143.468799999886
m2.2xlarge, SUSE Linux,406,0,7, 1451.8560000000068, 1451.8560000000068,0,0, 0.0
t3.2xlarge, Red Hat Enterprise Linux,327,0,5, 2284.051799999991, 1811.2224000000117,0,0, 472.8293999999794
m2.2xlarge, Windows,406,0,1, 2359.322000000023, 1835.7359999999999,0,0, 523.586000000023
t3.small, SUSE Linux,407,0,6, 899.1942999999991, 883.9872999999985,0,0, 15.207000000000562
m2.4xlarge, Windows,407,0,1, 4729.566600000046,3682656,0,0, 1046.9106000000456
g4dn.4xlarge, Windows,222,0,3, 5838.966700000016, 5838.344700000016,0,0, 0.6220000000002983
m2.xlarge, SUSE Linux,407,0,2, 1216.3785000000132, 1216.203400000013,0,0, 0.1751000000001568
m2.xlarge, Red Hat Enterprise Linux,327,0,1, 724.3703999999966, 663.9048000000037,0,0, 60.465599999992946
t3.small, Windows,407,0,2, 240.81599999999733, 240.8153999999973,0,0, 0.0006000000000199179
m2.xlarge, Windows,406,0,3, 1179.6044000000113, 917.6519999999942,0,0, 261.95240000001706
m2.xlarge, Linux/UNIX,407,0,2, 239.57849999999826, 239.40339999999827,0,0, 0.17509999999998627
m2.2xlarge, Red Hat Enterprise Linux,326,2,8, 922.0919999999976, 854.1767999999973,2,0, 67.91520000000025
m1.xlarge, Linux/UNIX,406,0,0, 341.0399999999984, 341.0399999999984,0,0, 0.0
t3.small, Red Hat Enterprise Linux,326,0,2, 548.4623999999967, 518.5890999999979,0,0, 29.873299999998835
m1.small, Windows,407,0,1, 345.78720000000214, 320.06160000000006,0,0, 25.72560000000209
m1.xlarge, Red Hat Enterprise Linux,327,0,2, 837.3815999999937, 746.9639999999943,0,0, 90.41759999999942
g4dn.xlarge, Linux/UNIX,222,218,31, 839.7878999999984, 839.7878999999984,218,217, 0.0
m1.small, SUSE Linux,407,0,1, 336.0192000000018, 336.0192000000018,0,0, 0.0
g4dn.xlarge, Red Hat Enterprise Linux,222,1,31, 1169.5727000000027, 1159.467900000003,1,0, 10.104799999999614
m2.2xlarge, Linux/UNIX,406,0,7, 477.45599999999655, 477.45599999999655,0,0, 0.0
m1.xlarge, SUSE Linux,406,0,0, 1315.440000000003, 1315.440000000003,0,0, 0.0
m1.xlarge, Windows,406,0,17, 2472.8584999999803, 2330.396699999995,0,0, 142.4617999999855
g4dn.8xlarge, Windows,222,0,2, 11310.44079999998, 11309.90359999998,0,0, 0.5372000000006665
m3.medium, Red Hat Enterprise Linux,327,0,2, 545.4360000000017, 523.7303999999988,0,0, 21.70560000000296
m3.medium, Linux/UNIX,320,0,0, 51.45600000000005, 51.45600000000005,0,0, 0.0
t2.xlarge, Red Hat Enterprise Linux,327,0,9, 1171.7064000000048, 911.5847999999957,0,0, 260.12160000000915
g4dn.16xlarge, Windows,222,0,4, 22616.38579999996, 22613.35479999996,0,0, 3.0309999999990396
m3.large, SUSE Linux,321,0,1, 1007.6960999999943, 996.4512000000043,0,0, 11.244899999990025
t3.xlarge, Linux/UNIX,407,0,15, 525.7369000000011, 488.4977000000053,0,0, 37.23919999999583
t2.xlarge, SUSE Linux,407,0,7, 1530.7049999999945, 1520.8775999999903,0,0, 9.827400000004218
m3.medium, SUSE Linux,320,0,0, 819.4559999999939, 819.4559999999939,0,0, 0.0
g4dn.2xlarge, Linux/UNIX,222,7,15, 1198.041199999997, 1197.7868999999969,7,4, 0.2543000000000575
m3.large, Windows,321,0,5, 1048.4088000000002, 965.4603000000005,0,0, 82.94849999999963
m3.xlarge, Linux/UNIX,407,0,3, 606.0704000000023, 573.0768000000012,0,0, 32.99360000000115
m3.xlarge, Red Hat Enterprise Linux,327,0,3, 1090.3203999999994, 932.7408000000036,0,0, 157.57959999999582
m3.medium, Windows,320,0,8, 463.8834999999997, 427.77800000000263,0,0, 36.10549999999705
m3.2xlarge, Red Hat Enterprise Linux,327,0,14, 2239.8192000000026, 1947.1206000000059,0,0, 292.69859999999676
t2.xlarge, Windows,407,0,0, 944.5655999999949, 944.5655999999949,0,0, 0.0
g4dn.4xlarge, Linux/UNIX,222,217,24, 1915.8570999999931, 1915.8570999999931,217,216, 0.0
m3.2xlarge, SUSE Linux,321,0,19, 1857.379900000001, 1679.8097000000023,0,0, 177.57019999999875
g4dn.2xlarge, Windows,222,0,3, 3158.369299999999, 3158.087199999999,0,0, 0.2820999999999003
t3.2xlarge, Linux/UNIX,407,0,4, 1020.4140000000077, 978.9223000000108,0,0, 41.49169999999697
g4dn.4xlarge, Red Hat Enterprise Linux,222,0,24, 2609.0466999999953, 2608.497099999995,0,0, 0.5496000000002823
m3.2xlarge, Linux/UNIX,321,1,19, 996.4017000000007, 909.4097000000015,1,0, 86.99199999999917
m3.large, Red Hat Enterprise Linux,241,1,2, 536.9331999999976, 517.4999999999977,1,0, 19.43319999999983
m3.large, Linux/UNIX,321,0,1, 237.29610000000125, 226.05120000000102,0,0, 11.244900000000229
g4dn.2xlarge, Red Hat Enterprise Linux,222,1,15, 1911.2296000000001, 1890.426900000001,1,0, 20.80269999999905
m3.2xlarge, Windows,321,0,5, 4157.417900000008, 3856.361300000019,0,0, 301.0565999999885
g4dn.2xlarge, SUSE Linux,222,1,13, 1991.6882000000014, 1836.1274999999998,1,0, 155.5607000000016
i2.4xlarge, Windows,406,1,1, 14168.027999999958, 12374.913600000045,1,0, 1793.114399999913
inf1.xlarge, Linux/UNIX,148,0,2, 392.14080000000087, 392.14080000000087,0,0, 0.0
inf1.6xlarge, SUSE Linux,148,0,5, 2483.8523999999957, 2483.8523999999957,0,0, 0.0
i2.8xlarge, Linux/UNIX,406,2,12, 20564.281299999886, 19936.223999999864,2,0, 628.0573000000222
inf1.6xlarge, Red Hat Enterprise Linux,148,0,3, 2490.6624000000056, 2490.6624000000056,0,0, 0.0
inf1.6xlarge, Linux/UNIX,148,0,3, 2028.902399999991, 2028.902399999991,0,0, 0.0
inf1.xlarge, Red Hat Enterprise Linux,148,0,2, 605.2608000000013, 605.2608000000013,0,0, 0.0
i2.4xlarge, SUSE Linux,406,1,8, 10973.909299999974, 10942.51199999998,1,0, 31.397299999993265
r4.xlarge, SUSE Linux,407,1,28, 1744.4751999999996, 1510.785999999996,1,0, 233.68920000000367
inf1.2xlarge, SUSE Linux,148,0,2, 1078.0199999999998, 998.0199999999982,0,0, 80.00000000000159
t3.nano, SUSE Linux,406,0,6, 788.1904000000023, 767.5096000000025,0,0, 20.680799999999863
i2.8xlarge, Red Hat Enterprise Linux,323,0,9, 19938.143999999847, 16877.856000000025,0,0, 3060.287999999822
i2.8xlarge, SUSE Linux,406,2,11, 21539.551300000152, 20910.62400000019,2,0, 628.927299999963
i3en.xlarge, Windows,357,0,0, 2738.3327999999933, 2738.3327999999933,0,0, 0.0
r5.xlarge, SUSE Linux,407,0,74, 1755.8587000000025, 1587.3486000000037,0,0, 168.51009999999883
inf1.2xlarge, Red Hat Enterprise Linux,148,0,2, 1084.079999999999, 1084.079999999999,0,0, 0.0
inf1.2xlarge, Linux/UNIX,148,0,2, 622.3199999999981, 622.3199999999981,0,0, 0.0
t3.nano, Windows, 406, 0, 1, 60.41280000000038, 60.41280000000038, 0, 0, 0.0
i2.4xlarge, Linux/UNIX, 406, 1, 8, 9999.509299999943, 9968.111999999932, 1, 0, 31.397300000011455
m1.large, Linux/UNIX, 407, 0, 12, 175.27229999999972, 170.93999999999917, 0, 0, 4.332300000000544
i2.2xlarge, Windows, 407, 0, 1, 7350.420000000062, 6209.918400000026, 0, 0, 1140.501600000036
i2.4xlarge, Red Hat Enterprise Linux, 323, 0, 7, 10619.270300000031, 8942.807999999952, 0, 0, 1676.4623000000793
inf1.xlarge, SUSE Linux, 148, 0, 2, 797.2657999999988, 757.5908000000009, 0, 0, 39.67499999999791
i2.xlarge, SUSE Linux, 407, 0, 2, 3484.698700000006, 3476.431200000006, 0, 0, 8.267499999999927
i2.xlarge, Red Hat Enterprise Linux, 324, 0, 4, 2886.7406000000105, 2459.1612999999948, 0, 0, 427.5793000000158
i2.xlarge, Windows, 407, 0, 1, 3680.9246000000107, 3103.447200000013, 0, 0, 577.4773999999979
i2.8xlarge, Windows, 406, 0, 9, 29311.37769999974, 25232.573900000003, 0, 0, 4078.803799999736
i2.xlarge, Linux/UNIX, 407, 0, 2, 2507.8986999999856, 2499.6311999999853, 0, 0, 8.267500000000382
m1.medium, Red Hat Enterprise Linux, 327, 0, 2, 562.7016000000009, 539.5175999999993, 0, 0, 23.18400000000156
t3.small, Linux/UNIX, 407, 0, 0, 61.08430000000018, 61.08430000000018, 0, 0, 0.0
m1.medium, SUSE Linux, 406, 0, 0, 1059.172799999992, 1059.172799999992, 0, 0, 0.0
m1.medium, Linux/UNIX, 406, 0, 0, 84.77279999999914, 84.77279999999914, 0, 0, 0.0
h1.4xlarge, Red Hat Enterprise Linux, 322, 0, 14, 3344.2609999999895, 3332.123799999987, 0, 0, 12.137200000002395
h1.2xlarge, SUSE Linux, 320, 0, 5, 1981.3022000000076, 1974.5643000000043, 0, 0, 6.737900000003265
h1.2xlarge, Windows, 320, 0, 3, 4032.883799999976, 4032.759599999976, 0, 0, 0.12419999999974607
h1.16xlarge, Windows, 320, 0, 2, 32262.074799999806, 32261.968499999806, 0, 0, 0.10629999999946449
h1.4xlarge, Linux/UNIX, 321, 0, 14, 2521.056399999999, 2421.112600000002, 0, 0, 99.94379999999683
m1.small, Red Hat Enterprise Linux, 327, 0, 2, 516.3984000000036, 505.57919999999694, 0, 0, 10.819200000006617
g4dn.xlarge, Windows, 222, 0, 3, 1818.0808999999947, 1817.8876999999945, 0, 0, 0.1932000000001608
m1.small, Linux/UNIX, 407, 0, 1, 42.979200000000176, 42.979200000000176, 0, 0, 0.0
h1.16xlarge, SUSE Linux, 320, 0, 10, 10598.857399999964, 10419.987699999943, 0, 0, 178.8697000000211
h1.16xlarge, Red Hat Enterprise Linux, 236, 0, 10, 7906.057400000004, 7727.187699999993, 0, 0, 178.8697000000111
m1.medium, Windows, 406, 0, 5, 620.5421000000033, 579.7807000000007, 0, 0, 40.761400000002595
h1.16xlarge, Linux/UNIX, 320, 0, 10, 9830.857400000006, 9651.987700000009, 0, 0, 178.86969999999747
h1.4xlarge, SUSE Linux, 321, 0, 14, 3291.4563999999996, 3191.5126000000064, 0, 0, 99.94379999999319
i2.2xlarge, Red Hat Enterprise Linux, 323, 0, 1, 5740.355999999984, 4975.284000000005, 0, 0, 765.0719999999792
m1.large, Red Hat Enterprise Linux, 327, 0, 14, 653.738399999995, 608.9160000000015, 0, 0, 44.82239999999342
i2.2xlarge, SUSE Linux, 407, 0, 0, 5973.132000000036, 5973.132000000036, 0, 0, 0.0
i2.2xlarge, Linux/UNIX, 407, 0, 0, 4996.331999999966, 4996.331999999966, 0, 0, 0.0
t3.2xlarge, SUSE Linux, 407, 0, 4, 2097.364000000002, 2055.8723000000073, 0, 0, 41.49169999999458
m1.large, SUSE Linux, 407, 0, 12, 1152.0723000000025, 1147.7400000000052, 0, 0, 4.3322999999973035
h1.8xlarge, Red Hat Enterprise Linux, 236, 0, 2, 4232.020599999988, 4232.007299999988, 0, 0, 0.013299999999617285
h1.8xlarge, Linux/UNIX, 321, 0, 2, 4842.100600000004, 4842.087300000005, 0, 0, 0.013299999999617285
m1.large, Windows, 407, 0, 6, 1241.8095999999914, 1165.716199999995, 0, 0, 76.09339999999634
h1.4xlarge, Windows, 321, 0, 2, 8091.091999999951, 8091.090799999952, 0, 0, 0.0011999999996987754
h1.8xlarge, SUSE Linux, 321, 0, 2, 5612.50059999994, 5612.487299999941, 0, 0, 0.013299999999617285
h1.8xlarge, Windows, 321, 0, 17, 16182.089299999903, 16182.089299999903, 0, 0, 0.0
r3.8xlarge, Windows, 321, 0, 2, 10454.32799999999, 8414.51519999999, 0, 0, 2039.8127999999997
m5d.4xlarge, SUSE Linux, 407, 0, 43, 4223.247000000004, 3220.2728000000093, 0, 0, 1002.9741999999947
m5d.4xlarge, Red Hat Enterprise Linux, 323, 1, 43, 2792.930700000004, 2512.9545999999978, 1, 0, 279.9761000000062
c5.12xlarge, Red Hat Enterprise Linux, 316, 0, 67, 6651.1699000000235, 4871.888599999994, 0, 0, 1779.2813000000297
x1e.xlarge, Windows, 407, 0, 8, 4258.630899999984, 4240.314799999983, 0, 0, 18.316100000000915
r5d.12xlarge, Windows, 407, 0, 3, 29932.101600000078, 26553.64000000007, 0, 0, 3378.4616000000096
m5d.4xlarge, Linux/UNIX, 407, 0, 50, 3246.4470000000038, 1840.792500000002, 0, 0, 1405.6545000000017
c5.12xlarge, SUSE Linux, 316, 0, 64, 6423.649899999968, 5318.785600000012, 0, 0, 1104.8642999999556
x1e.xlarge, SUSE Linux, 407, 1, 20, 3430.1027999999706, 3419.7170999999717, 1, 0, 10.385699999998906
c4.xlarge, Windows, 407, 0, 1, 2399.997599999995, 2156.421599999982, 0, 0, 243.5760000000132
m5d.4xlarge, Windows, 406, 0, 1, 9822.926400000064, 8748.326399999918, 0, 0, 1074.6000000001459
c5.12xlarge, Linux/UNIX, 316, 0, 67, 5713.75039999996, 3885.2451999999903, 0, 0, 1828.5051999999696
z1d.12xlarge, Linux/UNIX, 407, 0, 7, 18219.315699999872, 13727.527699999884, 0, 0, 4491.787999999988
c5.18xlarge, Red Hat Enterprise Linux, 327, 0, 132, 12545.027999999911, 7555.213199999988, 0, 0, 4989.814799999923
r3.large, Linux/UNIX, 321, 0, 24, 248.8392000000017, 149.45619999999994, 0, 0, 99.38300000000177
x1e.xlarge, Linux/UNIX, 407, 1, 20, 2453.302800000002, 2442.917100000002, 1, 0, 10.38570000000027
m5d.2xlarge, Red Hat Enterprise Linux, 324, 0, 41, 2137.2956999999997, 1656.840100000001, 0, 0, 480.45559999999864
c5.18xlarge, Linux/UNIX, 406, 0, 142, 11817.944399999962, 8303.96369999999, 0, 0, 3513.980699999973
m5d.2xlarge, SUSE Linux, 407, 0, 42, 2356.267699999997, 2045.4328000000019, 0, 0, 310.8348999999953
x1e.xlarge, Red Hat Enterprise Linux, 323, 0, 13, 2422.812900000008, 2404.695800000007, 0, 0, 18.1171000000013
r5.4xlarge, Windows, 406, 0, 1, 9944.990400000017, 8822.144099999969, 0, 0, 1122.8463000000484
r5d.24xlarge, Linux/UNIX, 407, 1, 9, 10026.320700000011, 9970.836800000021, 1, 0, 55.48389999999017
x1e.8xlarge, Windows, 407, 1, 15, 34056.06269999986, 33919.662599999865, 1, 0, 136.40009999999165
c5.18xlarge, SUSE Linux, 406, 0, 93, 12792.344400000033, 10441.638399999998, 0, 0, 2350.7060000000347
m5d.2xlarge, Linux/UNIX, 407, 0, 43, 1379.4677000000008, 811.8857000000029, 0, 0, 567.581999999998
m5d.2xlarge, Windows, 407, 0, 1, 4923.07199999997, 4386.249599999958, 0, 0, 536.8224000000118
c5.12xlarge, Windows, 316, 0, 3, 22409.123399999917, 20446.29149999983, 0, 0, 1962.8319000000884
r5a.2xlarge, Windows, 406, 0, 3, 4974.312000000015, 4411.699200000014, 0, 0, 562.6128000000017
r5.24xlarge, SUSE Linux, 407, 0, 9, 18654.223199999997, 14278.11509999997, 0, 0, 4376.108100000027
c4.large, Linux/UNIX, 406, 1, 6, 271.14049999999963, 184.06869999999944, 1, 0, 87.0718000000002
r5d.12xlarge, Linux/UNIX, 407, 0, 3, 8716.701999999996, 4985.89599999996, 0, 0, 3730.806000000036
r5.24xlarge, Windows, 407, 0, 4, 59819.92079999964, 53093.82999999993, 0, 0, 6726.090799999714
m5d.large, Linux/UNIX, 407, 0, 2, 332.74259999999964, 198.63359999999884, 0, 0, 134.1090000000008
z1d.2xlarge, Linux/UNIX, 407, 2, 13, 2221.7851000000064, 2175.912800000007, 2, 0, 45.87229999999954
c4.large, Red Hat Enterprise Linux, 327, 0, 7, 775.382400000003, 621.7086999999995, 0, 0, 153.67370000000358
r3.8xlarge, SUSE Linux, 407, 0, 46, 6289.7463, 5008.215200000004, 0, 0, 1281.5310999999956
r5ad.xlarge, Windows, 400, 2, 13, 2482.4143999999783, 2273.9010999999987, 2, 1, 208.5132999999796
z1d.2xlarge, Red Hat Enterprise Linux, 323, 1, 7, 2957.4588999999837, 2734.853599999985, 1, 0, 222.6052999999988
m5d.8xlarge, Windows, 307, 0, 0, 13198.298400000078, 13198.298400000078, 0, 0, 0.0
c4.large, SUSE Linux, 406, 0, 6, 1314.3052000000052, 1216.6226000000017, 0, 0, 97.6826000000035
z1d.12xlarge, Windows, 407, 0, 6, 39796.778499999804, 35298.64459999983, 0, 0, 4498.133899999972
r5.4xlarge, SUSE Linux, 407, 0, 16, 4800.492100000003, 3376.6835999999985, 0, 0, 1423.8085000000046
c4.8xlarge, Windows, 407, 0, 2, 19472.50799999992, 17529.679199999966, 0, 0, 1942.8287999999557
m5d.large, Red Hat Enterprise Linux, 323, 0, 2, 718.6103999999974, 621.909599999999, 0, 0, 96.70079999999837
c4.8xlarge, SUSE Linux, 407, 0, 39, 6197.188600000001, 4829.280700000009, 0, 0, 1367.907899999992
m5d.8xlarge, SUSE Linux, 307, 1, 6, 4559.155699999998, 3691.992000000009, 1, 0, 867.1636999999896
m5d.8xlarge, Red Hat Enterprise Linux, 307, 0, 4, 3312.6950999999863, 3311.0774999999876, 0, 0, 1.6175999999986743
r5d.12xlarge, Red Hat Enterprise Linux, 323, 0, 4, 7381.454399999967, 4949.62240000001, 0, 0, 2431.8319999999567
c4.xlarge, Red Hat Enterprise Linux, 327, 0, 28, 1080.6696000000022, 769.5856999999993, 0, 0, 311.0839000000029
m5d.8xlarge, Linux/UNIX, 307, 0, 4, 2354.855099999992, 2353.2374999999915, 0, 0, 1.6176000000004933
c4.xlarge, Linux/UNIX, 407, 0, 29, 671.4395000000022, 368.57239999999905, 0, 0, 302.8671000000032
z1d.12xlarge, Red Hat Enterprise Linux, 323, 0, 2, 11389.238400000004, 11360.503700000003, 0, 0, 28.734700000000885
c4.xlarge, SUSE Linux, 407, 0, 20, 1648.239499999996, 1460.7464000000055, 0, 0, 187.4930999999906
c4.large, Windows, 406, 0, 2, 1196.5631999999966, 1075.4807999999912, 0, 0, 121.08240000000546
c5.2xlarge, Windows, 406, 0, 1, 4847.639999999991, 4336.607999999982, 0, 0, 511.03200000000925
x1e.32xlarge, Red Hat Enterprise Linux, 323, 1, 7, 87370.8917999999, 63145.76440000013, 1, 0, 24225.127399999765
c5.4xlarge, Linux/UNIX, 407, 0, 38, 2953.2995999999966, 1545.7888000000007, 0, 0, 1407.510799999996
r5.24xlarge, Linux/UNIX, 407, 0, 18, 17576.723200000062, 9974.008000000036, 0, 0, 7602.715200000026
m5d.16xlarge, Linux/UNIX, 307, 0, 0, 4704.467999999997, 4704.467999999997, 0, 0, 0.0
r5d.2xlarge, Windows, 406, 0, 4, 4976.5805000000155, 4413.900000000016, 0, 0, 562.6804999999995
x1e.32xlarge, Linux/UNIX, 407, 0, 11, 105204.91130000066, 86379.2001000003, 0, 0, 18825.71120000037
r5d.2xlarge, Red Hat Enterprise Linux, 323, 1, 16, 2018.981900000002, 1725.8441999999986, 1, 0, 293.1377000000034
x1e.4xlarge, Linux/UNIX, 406, 1, 10, 9754.985400000007, 9746.855900000008, 1, 0, 8.129499999999098
r3.large, SUSE Linux, 321, 0, 14, 1019.239200000004, 980.6435999999984, 0, 0, 38.59560000000556
r5.24xlarge, Red Hat Enterprise Linux, 323, 1, 4, 13692.449500000057, 8863.522199999938, 1, 0, 4828.927300000119
c5.2xlarge, SUSE Linux, 406, 0, 49, 2461.6357999999996, 1988.4345999999985, 0, 0, 473.2012000000011
x1e.32xlarge, Windows, 407, 0, 11, 162852.24779999908, 143800.82169999933, 0, 0, 19051.42609999975
m5d.16xlarge, Red Hat Enterprise Linux, 307, 0, 0, 5662.308000000027, 5662.308000000027, 0, 0, 0.0
x1e.4xlarge, Red Hat Enterprise Linux, 323, 1, 9, 12008.657000000016, 8771.822299999942, 1, 0, 3236.834700000074
x1e.32xlarge, SUSE Linux, 407, 0, 11, 106181.71129999976, 87356.00009999973, 0, 0, 18825.711200000034
c5.2xlarge, Red Hat Enterprise Linux, 327, 0, 79, 2350.921200000002, 1655.0362999999984, 0, 0, 695.8849000000037
c5.4xlarge, Red Hat Enterprise Linux, 327, 0, 36, 3581.042399999993, 2270.4288000000015, 0, 0, 1310.6135999999915
c5.4xlarge, Windows, 407, 0, 2, 9720.136800000093, 8699.032799999964, 0, 0, 1021.1040000001285
x1e.2xlarge, SUSE Linux, 406, 1, 6, 5850.297599999984, 5849.557299999984, 1, 0, 0.7403000000003885
r3.large, Windows, 321, 0, 2, 1054.956800000006, 892.468800000002, 0, 0, 162.48800000000404
x1e.2xlarge, Red Hat Enterprise Linux, 323, 1, 6, 4886.860800000037, 4886.120500000036, 1, 0, 0.7403000000003885
m5d.12xlarge, SUSE Linux, 406, 0, 20, 9337.09120000001, 7374.016100000013, 0, 0, 1963.0750999999973
c5.9xlarge, Linux/UNIX, 406, 0, 115, 6176.214900000008, 3662.9597000000017, 0, 0, 2513.2552000000064
c5.4xlarge, SUSE Linux, 407, 0, 38, 3930.0995999999977, 3023.1448000000005, 0, 0, 906.9547999999972
m5d.12xlarge, Windows, 406, 0, 1, 29467.80479999991, 26245.915199999992, 0, 0, 3221.8895999999186
x1e.2xlarge, Windows, 406, 1, 6, 8461.689599999965, 8460.805799999966, 1, 0, 0.88379999999961
m5d.24xlarge, Windows, 406, 0, 2, 58934.63520000014, 52503.873599999984, 0, 0, 6430.761600000158
c5.24xlarge, Linux/UNIX, 316, 0, 90, 11332.604299999954, 8003.659100000008, 0, 0, 3328.9451999999455
r5d.24xlarge, Red Hat Enterprise Linux, 323, 0, 10, 13755.148800000068, 8887.980800000003, 0, 0, 4867.168000000065
x1e.8xlarge, Red Hat Enterprise Linux, 323, 0, 13, 23500.96319999994, 16537.594000000052, 0, 0, 6963.369199999888
r3.large, Red Hat Enterprise Linux, 327, 0, 37, 790.2935999999983, 624.1591000000002, 0, 0, 166.13449999999807
c5.18xlarge, Windows, 406, 0, 1, 43632.65759999976, 39030.50399999994, 0, 0, 4602.153599999816
m5d.24xlarge, SUSE Linux, 406, 0, 29, 16900.723499999935, 13735.8144, 0, 0, 3164.9090999999353
c5.24xlarge, Red Hat Enterprise Linux, 316, 0, 90, 12318.524300000034, 8989.579100000003, 0, 0, 3328.945200000031
x1e.8xlarge, SUSE Linux, 407, 1, 15, 20564.083599999776, 20520.25959999978, 1, 0, 43.823999999996886
m5d.16xlarge, SUSE Linux, 221, 2, 3, 6062.529000000015, 5122.488000000006, 2, 0, 940.0410000000093
c5.2xlarge, Linux/UNIX, 406, 0, 79, 1487.2357999999992, 774.9034999999989, 0, 0, 712.3323000000004
r5d.2xlarge, Linux/UNIX, 407, 0, 19, 1745.3943999999997, 893.4033999999986, 0, 0, 851.9910000000011
x1e.8xlarge, Linux/UNIX, 407, 1, 15, 19587.283600000017, 19543.459600000013, 1, 0, 43.82400000000416
m5d.16xlarge, Windows, 307, 0, 0, 26395.859999999888, 26395.859999999888, 0, 0, 0.0
x1e.4xlarge, Windows, 406, 0, 10, 16981.779399999934, 16920.120599999933, 0, 0, 61.658800000001065
c5.24xlarge, Windows, 316, 0, 4, 44819.95779999974, 40892.844299999655, 0, 0, 3927.113500000087
r5d.24xlarge, Windows, 407, 1, 3, 53970.223099999705, 53106.32479999971, 1, 0, 863.8982999999935
m5d.24xlarge, Linux/UNIX, 406, 0, 24, 15926.32349999993, 9616.523799999959, 0, 0, 6309.7996999999705
x1e.4xlarge, SUSE Linux, 406, 1, 10, 10729.385400000057, 10721.255900000055, 1, 0, 8.129500000002736
m5d.24xlarge, Red Hat Enterprise Linux, 323, 1, 16, 9079.7639, 8635.50480000001, 1, 0, 444.2590999999902
c5.24xlarge, SUSE Linux, 316, 0, 75, 12091.004299999975, 10104.629299999999, 0, 0, 1986.3749999999764
r3.2xlarge, Windows, 321, 0, 5, 3873.4884999999776, 3474.27209999998, 0, 0, 399.2163999999975
c1.xlarge, Windows, 407, 0, 2, 3611.773899999992, 2986.5112000000245, 0, 0, 625.2626999999675
r5ad.2xlarge, Red Hat Enterprise Linux, 323, 0, 22, 5041.313999999998, 1816.9218000000176, 0, 0, 3224.39219999998
z1d.metal, Red Hat Enterprise Linux, 323, 0, 3, 13621.814400000056, 11372.665400000005, 0, 0, 2249.1490000000504
c3.2xlarge, Linux/UNIX, 320, 0, 16, 944.5809999999993, 862.5878999999999, 0, 0, 81.99309999999946
r5ad.2xlarge, Windows, 400, 2, 16, 4908.449799999963, 4642.821799999982, 2, 0, 265.6279999999806
r5.2xlarge, Windows, 406, 0, 1, 4972.949700000014, 4411.256999999984, 0, 0, 561.6927000000296
r5ad.2xlarge, Linux/UNIX, 400, 22, 25, 1407.7394999999967, 1106.0847000000017, 22, 19, 301.654799999995
r5ad.24xlarge, Windows, 400, 2, 11, 54605.42300000046, 52949.13360000048, 2, 0, 1656.2893999999797
c1.xlarge, Red Hat Enterprise Linux, 327, 0, 18, 1583.7264000000064, 1446.5884999999985, 0, 0, 137.1379000000079
c1.xlarge, SUSE Linux, 407, 0, 19, 2018.213700000002, 1522.835299999995, 0, 0, 495.3784000000071
