Instance, Product/Description, Days, MigrationBidPrice, MigrationsMin, SumStartingInstance, SumMigrations, BidPriceStart, BidPriceMigrations, Difference
r5d.16xlarge, Linux/UNIX, 288, 0, 2, 4623.510900000027, 4623.436800000027, 0, 0, 0.07409999999981665
m5dn.xlarge, Windows, 183, 0, 0, 983.3688000000016, 983.3688000000016, 0, 0, 0.0
m5dn.large, Red Hat Enterprise Linux, 183, 0, 0, 351.36000000000007, 351.36000000000007, 0, 0, 0.0
r5d.16xlarge, Windows, 288, 0, 0, 24972.364799999854, 24972.364799999854, 0, 0, 0.0
m5dn.large, Linux/UNIX, 183, 0, 0, 87.84000000000002, 87.84000000000002, 0, 0, 0.0
m5dn.24xlarge, Red Hat Enterprise Linux, 183, 1, 3, 4808.888099999999, 4777.617600000002, 1, 0, 31.2704999999969
h1.2xlarge, Red Hat Enterprise Linux, 217, 0, 5, 1482.462200000008, 1475.724300000009, 0, 0, 6.737899999998945
h1.2xlarge, Linux/UNIX, 301, 0, 5, 1138.0621999999994, 1131.3243000000004, 0, 0, 6.737899999998945
m5dn.12xlarge, Linux/UNIX, 183, 0, 0, 2103.328800000001, 2103.328800000001, 0, 0, 0.0
m5dn.12xlarge, Red Hat Enterprise Linux, 183, 0, 0, 2674.2888, 2674.2888, 0, 0, 0.0
r5n.4xlarge, Windows, 183, 1, 2, 4020.5273000000107, 3966.8544000000134, 1, 0, 53.6728999999973
r5n.16xlarge, Linux/UNIX, 183, 0, 1, 2937.808800000007, 2937.808800000007, 0, 0, 0.0
r5n.12xlarge, Windows, 183, 0, 0, 11901.002400000045, 11901.002400000045, 0, 0, 0.0
r5n.24xlarge, Linux/UNIX, 183, 0, 0, 4406.932800000002, 4406.932800000002, 0, 0, 0.0
r5n.24xlarge, Red Hat Enterprise Linux, 183, 0, 0, 4977.892800000004, 4977.892800000004, 0, 0, 0.0
m5dn.large, Windows, 183, 0, 0, 491.9039999999985, 491.9039999999985, 0, 0, 0.0
r5n.16xlarge, Red Hat Enterprise Linux, 183, 0, 1, 3508.7688000000094, 3508.7688000000094, 0, 0, 0.0
m5dn.2xlarge, Linux/UNIX, 183, 1, 2, 360.8167000000015, 359.7601000000015, 1, 0, 1.056600000000003
m5dn.2xlarge, Red Hat Enterprise Linux, 183, 1, 2, 937.875500000002, 930.720100000002, 1, 0, 7.155399999999986
m5dn.12xlarge, Windows, 183, 0, 0, 11800.864799999998, 11800.864799999998, 0, 0, 0.0
m5dn.24xlarge, Windows, 183, 0, 1, 23645.382499999996, 23601.729599999995, 0, 0, 43.652900000000955
m5dn.2xlarge, Windows, 183, 1, 1, 1992.4774000000027, 1966.737600000003, 1, 0, 25.739799999999605
m5dn.16xlarge, Linux/UNIX, 183, 0, 0, 2804.2920000000067, 2804.2920000000067, 0, 0, 0.0
m5dn.4xlarge, Red Hat Enterprise Linux, 183, 0, 0, 1271.923199999994, 1271.923199999994, 0, 0, 0.0
m5dn.16xlarge, Red Hat Enterprise Linux, 183, 0, 0, 3375.251999999994, 3375.251999999994, 0, 0, 0.0
m5dn.4xlarge, Linux/UNIX, 183, 0, 0, 700.9632000000024, 700.9632000000024, 0, 0, 0.0
r5n.12xlarge, Linux/UNIX, 183, 0, 0, 2203.466400000001, 2203.466400000001, 0, 0, 0.0
r5n.12xlarge, Red Hat Enterprise Linux, 183, 0, 0, 2774.426400000012, 2774.426400000012, 0, 0, 0.0
g3s.xlarge, SUSE Linux, 387, 1, 29, 3378.4237000000044, 3136.4349000000193, 1, 0, 241.98879999998508
r5n.xlarge, Windows, 183, 0, 0, 991.7136000000033, 991.7136000000033, 0, 0, 0.0
r5n.4xlarge, Red Hat Enterprise Linux, 183, 1, 2, 1315.2059000000013, 1305.302400000001, 1, 0, 9.90350000000035
r5n.4xlarge, Linux/UNIX, 183, 1, 2, 738.6544999999965, 734.3423999999964, 1, 0, 4.3121000000001
r5n.2xlarge, Windows, 183, 0, 0, 1983.4272000000067, 1983.4272000000067, 0, 0, 0.0
m5dn.2xlarge, SUSE Linux, 183, 1, 3, 1009.4512000000032, 927.7381000000033, 1, 0, 81.71309999999983
r5n.xlarge, Linux/UNIX, 183, 0, 0, 183.5855999999991, 183.5855999999991, 0, 0, 0.0
r5n.xlarge, Red Hat Enterprise Linux, 183, 0, 0, 447.1055999999988, 447.1055999999988, 0, 0, 0.0
r5n.16xlarge, Windows, 183, 0, 1, 15867.85680000002, 15867.85680000002, 0, 0, 0.0
r5n.2xlarge, Red Hat Enterprise Linux, 183, 0, 7, 941.3403999999989, 939.4704999999988, 0, 0, 1.8699000000001433
r5n.2xlarge, Linux/UNIX, 183, 0, 7, 370.38039999999853, 368.51049999999856, 0, 0, 1.8698999999999728
r5n.24xlarge, Windows, 183, 0, 0, 23802.00480000009, 23802.00480000009, 0, 0, 0.0
r5n.4xlarge, SUSE Linux, 183, 2, 3, 1517.9680000000058, 1330.8356000000028, 2, 0, 187.13240000000292
m5dn.xlarge, Red Hat Enterprise Linux, 183, 0, 2, 444.836600000001, 439.6546000000009, 0, 0, 5.182000000000073
m5dn.xlarge, Linux/UNIX, 183, 0, 2, 181.31660000000002, 176.13460000000026, 0, 0, 5.181999999999761
r5n.2xlarge, SUSE Linux, 183, 0, 11, 1171.4855999999986, 936.2786000000012, 0, 0, 235.20699999999738
r5dn.large, Windows, 183, 2, 2, 515.7571000000008, 505.2523000000013, 2, 0, 10.504799999999534
r5dn.large, Linux/UNIX, 183, 29, 2, 101.56289999999969, 101.09259999999966, 29, 28, 0.47030000000002303
r5dn.large, Red Hat Enterprise Linux, 183, 2, 2, 370.2066999999991, 364.61259999999885, 2, 0, 5.594100000000253
m5dn.xlarge, SUSE Linux, 183, 0, 3, 782.2618000000023, 679.2485999999994, 0, 0, 103.01320000000283
r5dn.16xlarge, Windows, 183, 0, 1, 15867.85680000002, 15867.85680000002, 0, 0, 0.0
r5dn.16xlarge, Red Hat Enterprise Linux, 183, 0, 1, 3508.7688000000094, 3508.7688000000094, 0, 0, 0.0
r5dn.large, SUSE Linux, 183, 1, 5, 519.9633999999988, 467.6781999999993, 1, 0, 52.28519999999952
r5dn.4xlarge, Windows, 183, 1, 2, 4013.428100000011, 3966.8544000000134, 1, 0, 46.57369999999764
r5dn.xlarge, Windows, 183, 1, 1, 1004.0266000000029, 991.7136000000033, 1, 0, 12.312999999999533
r5dn.16xlarge, Linux/UNIX, 183, 0, 1, 2937.808800000007, 2937.808800000007, 0, 0, 0.0
r5dn.4xlarge, Linux/UNIX, 183, 1, 2, 738.0518999999965, 734.3423999999964, 1, 0, 3.709500000000162
r5dn.4xlarge, Red Hat Enterprise Linux, 183, 1, 2, 1314.7367000000013, 1305.302400000001, 1, 0, 9.434300000000349
r5dn.xlarge, Linux/UNIX, 183, 1, 1, 184.65869999999913, 183.5855999999991, 1, 0, 1.0731000000000392
r5dn.xlarge, Red Hat Enterprise Linux, 183, 1, 1, 450.7531999999989, 447.1055999999988, 1, 0, 3.647600000000125
g3s.xlarge, Linux/UNIX, 387, 2, 25, 2364.4953000000132, 2103.0786000000135, 2, 0, 261.41669999999976
g3s.xlarge, Red Hat Enterprise Linux, 304, 0, 17, 2550.9632000000024, 2087.3901999999916, 0, 0, 463.5730000000108
inf1.24xlarge, Red Hat Enterprise Linux, 129, 2, 6, 7577.679600000009, 7475.292000000011, 2, 0, 102.38759999999729
inf1.24xlarge, Linux/UNIX, 129, 2, 6, 7175.199600000018, 7072.812000000022, 2, 0, 102.38759999999638
inf1.24xlarge, SUSE Linux, 129, 2, 6, 7585.649599999993, 7423.212000000001, 2, 0, 162.43759999999202
r5dn.2xlarge, SUSE Linux, 183, 2, 2, 1021.2543000000003, 935.7585000000012, 2, 0, 85.49579999999912
m5n.4xlarge, Linux/UNIX, 183, 3, 3, 710.1898000000026, 700.9632000000024, 3, 0, 9.22660000000019
m5n.4xlarge, Red Hat Enterprise Linux, 183, 3, 3, 1302.3173999999954, 1271.923199999994, 3, 0, 30.39420000000132
m5n.4xlarge, SUSE Linux, 183, 0, 4, 1709.7776000000013, 1295.2691999999968, 0, 0, 414.5084000000045
r5dn.2xlarge, Linux/UNIX, 183, 1, 1, 368.9803999999984, 367.36329999999833, 1, 0, 1.6171000000000504
r5dn.2xlarge, Red Hat Enterprise Linux, 183, 1, 1, 946.4647999999985, 938.3232999999984, 1, 0, 8.141500000000065
